id,price,barcode,category,description,edition,image,isbn,pages,publisher,rating,releasedate,summary,title
86019,8,8793723,1945-,,1,,852362110,85,Farming Press,1.08607911504805,01/01/1990,,Chewing the cud
86021,90,11305002,1945-,,1,,140042814,319,Penguin,1.16976489545777,01/01/1980,,Peanuts jubilee :my life and art with Charlie Brown and others
86022,60,11305851,1945-,,1,,140056238,417,Penguin,0.973934042267501,01/01/1982,,Sigmund Freud
86413,86,11392345,American humorous cartoons,,1,,1850150214,5,Exley,3.02364356582984,01/01/1984,,Short people arise!!
86436,43,12042625,American humorous cartoons,,1,,1854240749,431,Minstrel,4.1592535818927,01/01/1990,,Amusing grace
86437,40,12248578,American humorous cartoons,,1,,,13,New American Library,0.4184301616624,01/01/1970,,William M. Gaines's portable 'Mad'
86439,61,12627481,American humorous cartoons,,1,,043400703X,47,Heinemann,1.06179583352059,01/01/1981,,Creature comforts
86440,13,12633461,American humorous cartoons,,1,,708816665,17,Futura Publication,0.24533269694075,01/01/1979,,Life is just a bunch of ziggys
86028,69,10069928,1945-1985,,1,,571149928,333,Faber,1.58819505944848,01/01/1987,,A special relationship
86031,59,11328045,1952-1977,,1,,370301390,465,Bodley Head,2.03572987578809,01/01/1978,,'We are amused' :the cartoonist's view of royalty
86032,74,12687051,1960-1982,,1,,950751723,253,Institute of Contemporary Arts,2.77380850166082,01/01/1982,,Graphic rap.
86033,34,10994467,1969,,1,,,367,[D.C. Thomson],4.82642223360017,01/01/1979,,The Dudley Watkins exhibition :an exhibition arranged by Dundee Museums and Art Galleries with the kind assistance of D.C. Thomson & Co. Ltd.
86034,17,8813628,1972-1978,,1,,950491543,440,'Militant',1.88916064798832,01/01/1978,,"Need, not profit"
86035,55,12681933,1976,,1,,904561194,258,National Water Council,0.797452067490667,01/01/1976,,Dry humour :how cartoonists saw the drought of '76.
86036,37,11172815,1980-1981,,1,,,416,Polonia Book Fund,0.424699001014233,01/01/1981,,Rok odnowy :karykatury i rysunki z prazy zachodniej
86037,40,13568235,2000 AD / History.,,1,,9.78E+12,157,Rebellion,0.803458690643311,01/01/2007,,Thrill-power overload :the official history of 2000AD : the galaxy's greatest comic
86038,23,14800605,2000 AD. (Comic strip) / History.,,1,,9.78E+12,75,Rebellion,1.40571099240333,01/01/2009,,Thrill-power overload :2000 AD - the first thirty years
86039,51,15956453,"ABC Warriors (Fictitious characters) / Comic books, strips, etc.",,1,,9.78E+12,90,Rebellion,2.66288468614221,01/01/2011,,ABC Warriors.
86040,40,14675187,"ABC Warriors (Fictitious characters) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,450,Rebellion,2.79398515354842,01/01/2008,,The third element
86441,75,12633462,American humorous cartoons,,1,,708816673,434,Futura Publication,0.789832095615566,01/01/1979,,It's a ziggy world :- and it gets ziggier every year!!!
86442,93,12634016,American humorous cartoons,,1,,708826245,195,Futura,2.43960872292519,01/01/1984,,The far side
86443,29,12634017,American humorous cartoons,,1,,708826253,207,Futura,1.75709715113044,01/01/1984,,Beyond the far side
86444,21,12634196,American humorous cartoons,,1,,708828701,145,Futura,0.550342933274806,01/01/1985,,In search of the far side
86462,3,7359748,American humorous strip cartoons,,1,,213168308,78,Arthur Barker,1.28050393424928,01/01/1982,,Blondie & Dagwood
86463,28,7388069,American humorous strip cartoons,,1,,450039412,201,New English Library [etc.],1.85676443390548,01/01/1977,,"Mickey Mouse, fifty happy years"
86465,69,7388638,American humorous strip cartoons,,1,,450055205,248,New English Library,1.84556048130617,01/01/1983,,In search of Reagan's brain :a Doonesbury book
86466,65,7388639,American humorous strip cartoons,,1,,450055213,92,New English Library,1.69893409823999,01/01/1983,,"Ask for May, settle for June :a Doonesbury book"
86467,11,7388794,American humorous strip cartoons,,1,,450057828,249,New English Library,2.91856026742607,01/01/1984,,"You give great meeting, Sid :a Doonesbury book by G.B. Trudeau."
86468,30,7388821,American humorous strip cartoons,,1,,450058182,265,New English Library,2.09089317824692,01/01/1985,,
86469,67,7391532,American humorous strip cartoons,,1,,046006794X,425,Dent,3.28712915768847,01/01/1977,,"W.O.O., the Wizard of Op"
86470,3,7403751,American humorous strip cartoons,,1,,712630554,214,Century,4.95429014554247,01/01/1989,,Bad baby
86471,91,7432904,American humorous strip cartoons,,1,,905521676,18,Exley,4.86470168223605,01/01/1982,,Pets are friends who share your rainy days :Ziggy
86472,19,7432905,American humorous strip cartoons,,1,,905521684,293,Exley,3.11355139128864,01/01/1982,,Plants are some of my favourite people
86473,82,7440705,American humorous strip cartoons,,1,,906710065,154,Ravette,1.84345079353079,01/01/1982,,"Garfield, the great lover"
86474,69,7440706,American humorous strip cartoons,,1,,906710073,277,Ravette,0.662153749726713,01/01/1982,,"Garfield, why do you hate Mondays?"
86475,31,7440707,American humorous strip cartoons,,1,,906710081,210,Ravette,3.53825039230287,01/01/1983,,"Garfield, does Pooky need you?"
86476,26,7440708,American humorous strip cartoons,,1,,090671009X,312,Ravette,2.6469094841741,01/01/1983,,"Garfield, admit it, Odie's O.K.!"
86477,9,7440727,American humorous strip cartoons,,1,,906710502,352,Ravette,2.06786474213004,01/01/1984,,"Garfield, two's company"
86042,4,15776823,"ABC Warriors (Fictitious characters) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,300,2000 AD,1.20113507844508,01/01/2011,,The Volgan war.
86043,60,15800080,"ABC Warriors (Fictitious characters) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,263,2000 AD,0.440894637722522,01/01/2011,,The volgan war.
86045,63,16295135,"ABC Warriors (Fictitious characters) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,286,,2.85769683774561,01/01/2014,,The volgan war :volume 3
86046,62,16300187,"ABC Warriors (Fictitious characters) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,496,,3.64074380137026,01/01/2014,,Return to Earth
86047,92,16559639,"ABC Warriors (Fictitious characters) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,470,,2.19799178885296,01/01/2014,,The solo missions
86048,22,16644601,"ABC Warriors (Fictitious characters) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,432,,3.40803977102041,01/01/2014,,The mek files.
86049,45,10072103,Abduction / Pictorial works / Fiction.,,1,,571206883,436,Faber,2.6244156411849,01/01/2002,,The secret
86052,42,8808740,"Abou Hamad, Nabil",,1,,948811005,213,Cygnus,3.05052178446203,01/01/1986,,Face facts
86054,72,14606770,"Abused children / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,475,Jonathan Cape,0.573209393769503,01/01/2008,,The tale of one bad rat
86055,82,8080631,"Acrophobia / Comic books, strips, etc. / Juvenile fiction.",,1,,713652543,21,A. & C. Black,1.1596436961554,01/01/2000,,The horror of the heights
86057,53,7894960,"Action figures (Toys) / Comic books, strips, etc. / Periodicals.",,1,,,25,Toontastic,2.03949827700853,01/01/2003,,Beyblade.
86478,92,7440728,American humorous strip cartoons,,1,,906710510,57,Ravette,0.178231687750667,01/01/1984,,"Garfield, what's cooking :selected cartoons"
86479,40,7440733,American humorous strip cartoons,,1,,906710618,89,Ravette,1.50825515855104,01/01/1984,,"Garfield, who's talking?"
86480,85,7440734,American humorous strip cartoons,,1,,906710626,427,Ravette,2.30176282115281,01/01/1984,,Garfield strikes again
86481,86,7737101,American humorous strip cartoons,,1,,340217979,332,Coronet,2.07985240034759,01/01/1977,,"Watch out, Charlie Brown :selected cartoons from 'You're out of sight, Charlie Brown'. Vol.2"
86482,69,7737120,American humorous strip cartoons,,1,,340221593,406,Coronet,4.1945620579645,01/01/1977,,"You've come a long way, Snoopy :selected cartoons from 'Thompson is in trouble, Charlie Brown, Vol.1'"
